clicked_news	category	subcategory	title
N8418	forbruker	hjem	Sola Jonsen
N8419	pluss	magasin	Portrett: Mytene om meg er som hogget i stein
N8420	No category	No subcategory	Kan stikke av med to høythengende priser
N8421	nyheter	innenriks	Jensen fikk en halv million av politiet – etter pågripelsen
N8422	nyheter	nordtrondelag	Bil begynte å brenne under kjøring i Grong
N8423	nyheter	trondheim	Derfor bør du holde et godt øye med himmelen natt til mandag
N8424	pluss	nyheter	Nigeriansk prostituert bodde hos «snill norsk mann» på Byåsen
N8425	nyheter	trondheim	Vil legge ned Persaunet sykehjem
N8426	No category	No subcategory	- Angsten for å føde overtok hele livet mitt
N8427	No category	No subcategory	Slik skal Nyhavna bli en større kulturbydel i Trondheim
N8428	100sport	ballsport	Stjernespilleren ute til toppkampen
N8429	forbruker	hjem	Veggkunst kan du lage selv
N8430	pluss	meninger	Trondheim var et sørgelig syn i 1537
N8431	100sport	ballsport	EM-debutanten Waade får Herrem-hjelp til å takle nervene
N8433	nyheter	trondheim	Slik rammer kuttene i busstilbudet fra 12. januar
N8434	No category	No subcategory	Hver tredje ungdom bruker ulovlige strømmetjenester
N8435	No category	No subcategory	Seks skjulte Snapchat-triks vi elsker
N8436	nyheter	trondheim	Tror flere journalist- stillinger vil forsvinne
N8437	nyheter	trondheim	Bestiller narkotika til tilfeldige postkasser
N8438	nyheter	trondheim	Stjal over 100 brev fra forskjellige postkasser
N8439	bedriftsannonser	annonseskolen	Hva kjennetegner effektive annonser?
N8440	nyheter	okonomi	Danner en av landets største entreprenører
N8441	nyheter	trondheim	Først etter å ha sett advarslene på nettet skjønte Katinka hva den blå teipen var
N8442	pluss	meninger	Norges eldste teaterscene fyller 200 år
N8443	No category	No subcategory	Disse tolv husene får du for maks millionen: Hvis du flytter ut på landet
N8444	nyheter	trondheim	Pokémon-feber i Trøndelag
N8445	nyheter	okonomi	Koteng med overskudd på 110 millioner
N8446	nyheter	trondheim	28 jubelbilder fra frigjøringen - og ett fra Vollan fengsel
N8447	100sport	vintersport	Lasse røk korsbåndet, fikk bruddskader og ødela menisken i skrekkbakken: - Det vi drev med var absurd
N8448	No category	No subcategory	Du er den som former barnets personlighet
N8449	nyheter	sortrondelag	Slukket tilhengerbrann med snø
N8450	pluss	meninger	Skulle tru det var Tore Strømøy som hadde skrevet manus til Snøfall
N8451	No category	No subcategory	Ribbet huset og gjorde det mer klimavennlig: Slik oppgraderte de huset fra 50-tallet
N8452	No category	No subcategory	«Hei, vi ønsker å gi bort huset vårt!»
N8453	nyheter	okonomi	Prisantydningen satt ned 2,1 millioner
N8454	nyheter	innenriks	Mange eldre er underernært på sykehus
N8455	No category	No subcategory	Nå er det disse hyttene folk vil ha
N8456	pluss	okonomi	Eiendomsmeglerfirmaet har doblet inntektene på to år
N8457	No category	No subcategory	«Neonråte» som klokkespill fra Vår Frue
N8458	No category	No subcategory	Sjarmerende hagestue ved siden av huset: - Vi har funnet mye på retrobutikker og på Facebook
N8459	nyheter	okonomi	Posten vil kutte 400 årsverk - kan ramme terminal i Trondheim
N8460	nyheter	okonomi	To Bjørnevik-båter mister oppdrag etter EMGS-kutt
N8461	nyheter	utenriks	Opp mot 117 sivile drept av Obamas droner
N8462	nyheter	utenriks	Ivanka Trump: – Gi pappa en sjanse
N8463	pluss	kultur	Rystende historie om en familie i forfall, der 11-åringen reagerer med å slutte å snakke
N8464	nyheter	okonomi	Over 70 må gå i EMGS
N8465	nyheter	trondheim	Gutt påkjørt- bilfører stoppet ikke
N8466	No category	No subcategory	- Hun forteller hvor jævlig dette er
N8467	No category	No subcategory	- Jeg har lyst til å lage litt kulturelt kaos i byen
N8468	pluss	magasin	Her har tyskerne lagt jernbane gjennom Olav Tryggvasons gate
N8469	100sport	vintersport	For tre år siden visste ikke José hva langrenn var. I helgen konkurrerer han mot Northug
N8470	100sport	fotball	RBK-kometen har lagt på seg seks kilo muskler
N8471	No category	No subcategory	Ukeadressa: Guldahl imiterer Donald Trump
N8472	pluss	magasin	Elvas tapte sølv
N8473	nyheter	sortrondelag	To ungdommer fra Hitra omkom i trafikkulykken
N8474	nyheter	nordtrondelag	E6 stengt ved Nordlandsporten
N8475	nyheter	moreromsdal	Her er mannen bak Mannen-sida
N8476	nyheter	innenriks	30 må gå i Mack
N8477	No category	No subcategory	Posten vil spare tid og penger. Det kan bety at du må betale for et stativ lenger fra huset.
N8478	nyheter	okonomi	Kværner Verdal er reddet
N8479	nyheter	okonomi	Trondheimsselskap har permittert 34 ansatte
N8480	nyheter	trondheim	Advokat dømt for grov økonomisk utroskap
N8481	100sport	vintersport	Skiforbundet har ansatt ny medisinsk ansvarlig
N8482	nyheter	sortrondelag	Demokratene-leder delte ut sprit i RBK-drakt
N8483	nyheter	trondheim	Her løftes et 20 meter høyt tårn opp på taket på Gløshaugen
N8484	nyheter	innenriks	Savnet kvinne funnet omkommet i Kornsjø
N8485	nyheter	trondheim	Bikkjeslagsmål ble eierslagsmål
N8486	nyheter	utenriks	Sammenstøt utenfor Trump-fest i USA
N8487	nyheter	innenriks	Heimdalsmann tatt av snøskred
N8488	No category	No subcategory	Det skal vanskelig gjøres å finne en mer opptatt mann i Musikk-Norge nå
N8489	nyheter	nordtrondelag	Fant iguan, to kornsnoker og fem boaslanger i en bolig i Leksvik
N8490	pluss	okonomi	Åpnet trøndersk gulvfabrikk i Tyskland
N8491	nyheter	kuriosa	Rita rømte til Japan etter dette
N8492	100sport	fotball	Fikk endelig signaturen til Molde-spiller: - Har jobbet og mast siden november
N8493	nyheter	sortrondelag	Slangeeieren: - Det er helt feil å avlive friske dyr
N8494	kultur	film	Sex i lufta
N8495	nyheter	dokument	Får ikke oppreisning for ødelagt liv
N8496	tjenester	bildeserier	Se bildene fra 08.08.08
N8497	nyheter	okonomi	Lekkasjer hos Statoil kunne ført til flere dødsulykker
N8498	nyheter	nordtrondelag	Steinras ned på populær tursti på Skatval
N8499	nyheter	sortrondelag	- Hoggormen lå og så på meg gjennom frontruta
N8500	No category	No subcategory	Har solgt seks tonn av dette garnet
N8501	No category	No subcategory	Brakseier på bortebane
N8502	100sport	andreidretter	Halve forsvaret ute
N8503	pluss	okonomi	Rekordmye kontorareal vil stå tomt neste år
N8504	nyheter	sortrondelag	Fløy paraglider over Trollheimen
N8505	No category	No subcategory	Bor smart på 55 kvadrat: Studenten som eier i stedet for å leie
N8507	nyheter	okonomi	Røkke er rikest i landet
N8508	nyheter	trondheim	Koker amfetamin i hjemmelaboratorium
N8509	No category	No subcategory	Fargela kjøkkenet med syv ulike nyanser av grønt
N8510	nyheter	utenriks	Flere overlevende funnet etter snøskredet i Italia
N8511	pluss	kultur	- Endelig en vinter med masse farger
N8512	pluss	nyheter	Roll Danielsen fikk hissig kreft: Behandlingen som reddet ham er uvanlig i Norge (Pluss)
N8513	pluss	magasin	Baronen av Bar Bakke
N8514	nyheter	utenriks	Danmark sender spesialstyrker til Syria
N8515	100sport	vintersport	Sundby:- VM uten Northug hadde vært en katastrofe
N8516	No category	No subcategory	Kompiser stiller mot kreft
N8517	nyheter	okonomi	Hever kontrakt på 21 millioner etter «alvorlige brudd»
N8518	nyheter	utenriks	Tyrkia: – Urealistisk med Syria-løsning uten Assad
N8519	100sport	fotball	Forren har sagt nei til klubber i Kina, Tyrkia og Kypros
N8520	nyheter	okonomi	Bjørnevik tapte 315 mill. på tre måneder
N8521	100sport	vintersport	Derfor kjører ikke kvinnene i Wengen og Kitzbühel
N8522	pluss	nyheter	- Skolemålinger øker presset på elevene
N8523	No category	No subcategory	Adressa-glimt fra 1977
N8524	nyheter	innenriks	Mann dømt til fengsel for konemishandling
N8525	No category	No subcategory	SSB har regnet ut hvor mye hver enkelt skole bidrar til elevenes læring: Mer enn ett skoleår skiller topp og bunn.
N8526	nyheter	innenriks	Mann fengslet for overgrep mot barn i familien
N8527	No category	No subcategory	Hvert år «gir» du og jeg bort 300 millioner til pensjonsselskapene
N8528	nyheter	innenriks	Olje- og gassfunn nordvest for Nornefeltet
N8529	nyheter	okonomi	Investerer 5,5 milliarder i nytt felt utenfor Trøndelagskysten
N8530	No category	No subcategory	De opphevet skillet mellom ute og inne
N8531	nyheter	okonomi	- Sikrer mange arbeidsplasser i Trondheim i årene fremover
N8532	nyheter	trondheim	- Får være grenser for frekkhet
N8533	kultur	tv	Her er lesernes favorittsitater fra «The Julekalender»
N8534	No category	No subcategory	- Jeg er ikke frisk, selv om det ser sånn ut
N8535	nyheter	trondheim	&laquo;Da klokka klang, så fort de sprang&raquo;
N8536	nyheter	sortrondelag	Snart må du passe farten i disse tunnelene
N8537	pluss	magasin	I dette hjemmet på Flatåsen er alle rommene svarte og hvite
N8538	nyheter	sortrondelag	- Fotoboksen biter ikke hodet av deg
N8539	100sport	ballsport	Thorir Hergeirsson etter EM-thrilleren: – Dette er like pyton hver gang
N8540	nyheter	trondheim	Slik ser tunnelen ut før og etter vask
N8541	nyheter	nordtrondelag	Må betale 455 746 kroner etter fotoboks-skyting
N8542	nyheter	sortrondelag	- Jeg forstår at det kan se dramatisk ut
N8543	pluss	okonomi	Helios har stengt dørene i Trondheim
N8544	100sport	fotball	Eliteserierival ønsker Branns stoppertalent
N8545	No category	No subcategory	Fem trekk som kjennetegner evnerike barn. Slik vet du om barnet ditt har spesielle evner
N8546	nyheter	trondheim	Hva er raskeste vei fra Byåsen til Værnes?
N8547	No category	No subcategory	Tilbake med show i Kvelia
N8548	nyheter	nordtrondelag	Best på sykepleierfag
N8549	nyheter	utenriks	Se bildene fra Washington
N8550	nyheter	utenriks	Jan Guldahl på plass for å hylle Donald Trump
N8551	nyheter	utenriks	2016 varmeste år som er registrert på kloden
N8552	nyheter	nordtrondelag	Fraktet til sykehus etter frontkollisjon på E6
N8553	No category	No subcategory	De aller viktigste tingene du sjekker i boligannonsen
N8554	nyheter	trondheim	Politi på tiltalebenken og Trump som president
N8555	migration catalog	utenriks	Slik har vi dekket presidentene
N8556	No category	No subcategory	Obs-varsel: Sterk vind i Trøndelag i natt
N8557	nyheter	trondheim	Wok Away Prinsen har stengt dørene
N8558	nyheter	okonomi	Adresseavisen felt av PFU
N8559	No category	No subcategory	På denne skolen er fisk, kaviar og leverpostei forbudt i matpakken
N8560	pluss	nyheter	Ga startsignal for utbygging av Nyhavna
N8561	nyheter	trondheim	Restaurant evakuert etter bacon-steking
N8562	nyheter	okonomi	Masseflukt fra Felleskjøpet
N8563	100sport	fotball	Her har Rosenborg-speideren finsiktet spillere siden i fjor høst
N8564	nyheter	sortrondelag	Dette kan koste deg 2000 kroner.
N8565	nyheter	innenriks	Thommessen ber Solberg revurdere hemmeligstempling av rapport
N8566	No category	No subcategory	Disse triksene tetter vinduene dine
N8567	nyheter	trondheim	Erik Bye er død, 78 år gammel
N8568	nyheter	okonomi	Nå får du ikke parkere lenger enn tre timer i sentrum
N8569	migration catalog	kultur	D.D.E spiller i Spektrum
N8570	No category	No subcategory	Min mann, økseskaftet
N8571	100sport	andreidretter	Mor (47) og sønn (14) konkurrerer i samme VM: - Jeg er ikke glad i syting. Har du et problem – løs det eller ignorer det
N8572	nyheter	sortrondelag	Fotoboksene knipset inn 30 førerkort og 12 millioner kroner
N8573	100sport	sprek	Her utfører forskere nesten 6000 treningstimer årlig
N8574	No category	No subcategory	Dette er Norges mest populære hund
N8575	No category	No subcategory	Ny studie: Langt mindre allergi med oppvaskbørste
N8576	No category	No subcategory	Denne gården har 16 store og små bygninger
N8577	No category	No subcategory	Shhh ... Dette er hemmelig
N8578	nyheter	trondheim	Kjedekollisjon ved Klett
N8579	nyheter	utenriks	Ti overlevende funnet etter snøskredet i Italia
N8580	100sport	sprek	Her kan du drikke øl mens du trener: - Et ekteskap mellom to store kjærligheter
N8581	No category	No subcategory	Herlig hevnkomedie
N8582	No category	No subcategory	Grete ble hørt som krevende pasient
N8583	nyheter	innenriks	Ni norske fylker har fått dårligere veier
N8584	pluss	nyheter	14 nye restauranter i Trondheim i år
N8585	nyheter	okonomi	Skal bygge for over én milliard
N8586	pluss	meninger	Mann 49, snart 80
N8587	nyheter	trondheim	- Det blir aldri som på de fine tegningene
N8588	nyheter	trondheim	- Dette er innflytningsfesten min
N8589	nyheter	sortrondelag	Bilfører ble fratatt førerkort etter ulykke i Selbu
N8590	No category	No subcategory	Dette bør du vite før du flytter hjemmefra
N8591	pluss	okonomi	Trondheimsfamilie selger tre McDonald's- restauranter på Torvet, Tiller og Steinkjer
N8592	nyheter	sortrondelag	Her endte utrykningen til brannvesenet
N8593	nyheter	trondheim	- Møtte «Lise (14)» på campingplass for å ha sex
N8594	nyheter	trondheim	Jørn kom i stor fart ned skiløypa - så gikk sporet ut på strødd vei
N8595	No category	No subcategory	De drømte om å tegne sin egen bolig, men falt for et nøkkelferdig hus
N8596	nyheter	sortrondelag	Utbrudd av gonoré i Sør-Trøndelag
N8597	pluss	okonomi	Andreas (19) er blitt millionær på aksjer (PLUSS)
N8598	kultur	scene	«The Fluffy Guy» til Trondheim
N8599	No category	No subcategory	Trondheim Play i bilder
N8600	nyheter	trondheim	Reidun må fjerne maleriet
N8601	100sport	ballsport	Dette er kjempen som kan skyte Norge ut av VM
N8602	nyheter	trondheim	Derfor har bussene ødelagt nattesøvnen til beboere i Trondheim
N8603	forbruker	hjem	Sært i sort granitt, skifer og skinn
N8604	pluss	okonomi	21-åring gikk 1,2 millioner i pluss etter børshandel
N8605	pluss	nyheter	President Trump viser verden knyttneven
N8606	nyheter	okonomi	Krever at regjeringen dropper Investinor-kutt
N8607	nyheter	trondheim	- Ingen andre i Norge har gjort dette tidligere
N8608	nyheter	trondheim	- Dette er det stuntet jeg har vært mest nervøs for så langt
N8609	nyheter	innenriks	Nettverket «Barnas trygghet» vil navngi barnelokkere i sosiale medier
N8610	meninger	ordetfritt	Hver dag får mennesker hjelp til å dø på norske sykehus
N8611	nyheter	trondheim	Sunn mat til seks på en, to, tre
N8612	forbruker	hjem	Eget syrom
N8613	nyheter	moreromsdal	Mann fengslet for voldtekt av barn i egen familien
N8614	forbruker	hjem	Vill prisfest for Ila-villa
N8615	No category	No subcategory	MacGyver gjør comeback
N8616	nyheter	okonomi	Fikk sulten frem med ord
N8617	pluss	meninger	Ville gjenreise feiringen av Hellig Olav
N8618	pluss	magasin	I svarte natta ved Svartvatnet
N8619	pluss	magasin	«For alle som ikke er født med pels»
N8620	nyheter	nordtrondelag	- Her må folk guffe på
N8621	forbruker	hjem	Megler gir opp
N8622	100sport	vintersport	Legen beklaget til Dale Oens familie etter dødsfallet. Nå skal han bruke erfaringene som sjef i et kriserammet skiforbund.
N8623	nyheter	innenriks	Statoil-ansatte bekymret
N8624	nyheter	sortrondelag	Skrapte seg til én million
N8625	No category	No subcategory	Ukuelige Uka
N8626	nyheter	trondheim	Redd for å fly? Les psykologens åtte beste tips
N8627	100sport	fotball	Wormgoor etter å ha vært Brann-kaptein: - Lars Arne kan stole på meg
N8628	pluss	nyheter	- Høyre holder Klæbu for narr
N8630	pluss	magasin	En natt på toppen av byen
N8631	No category	No subcategory	Trondheim får nytt utested
N8632	meninger	ordetfritt	Jeg brukte åtte liter spylervæske mellom Melhus og Storlien, og alle dråper gikk med på norsk side
N8633	nyheter	utenriks	Over 90 personer pågrepet i Washington
N8634	No category	No subcategory	- Dette kunne vært unngått
N8635	sport	sprek	Moro med bedriftsidrett
N8636	nyheter	sortrondelag	Storaksjon mot bilverksteder
N8637	nyheter	trondheim	Afghansk barnefamilie fra Trondheim vant mot staten
N8638	100sport	fotball	West Ham-stjerne utstøtt fra spillergruppa og fikk bilen vandalisert
N8639	nyheter	sortrondelag	Tilhenger veltet ved Ikea
N8640	nyheter	trondheim	Tobarnsmoren Line tar fullstendig av på nettet
N8641	nyheter	trondheim	Han får årets frivillighetspris i Trondheim
N8642	nyheter	trondheim	Her forsøker fotgjengeren å gå gjennom Strindheimtunnelen
N8643	forbruker	fritid	Surfet i 17 minus
N8644	nyheter	trondheim	Trer en svart sekk over hodet - så kjører han avgårde
N8645	forbruker	hjem	Årebjørnen er uten stil
N8646	No category	No subcategory	Hva slags minnested vil du ha i Trondheim?
N8647	nyheter	trondheim	Godtar Rosten skoles turnekt
N8648	nyheter	trondheim	Hele trinnet nektes skoletur
N8649	nyheter	innenriks	På denne stranda og flere andre er blåskjellene mystisk forsvunnet
N8650	nyheter	trondheim	- Han skallet politibilen og oppførte seg utagerende mot patruljen
N8651	No category	No subcategory	- Bare å applaudere Leangen
N8652	nyheter	trondheim	Får turpengene tilbake likevel
N8653	nyheter	trondheim	Her er skolen som vant Adressas nyhetskonkurranse
N8654	No category	No subcategory	Siste sjanse for Shitrich
N8655	nyheter	utenriks	Kong Harald gratulerer Trump
N8656	No category	No subcategory	Plussgrader og regn i Trøndelag fra i kveld
N8657	nyheter	utenriks	Trump-jubel i stor parade
N8658	nyheter	okonomi	Sunnmøringer valgte trondheimsbank
N8659	pluss	magasin	Tankestreif:Kjerstin Rabås
N8660	pluss	meninger	KOMMENTAR: «Når man har passert 40, bør man gå mindre på nachspiel og mer på teater»
N8661	pluss	kultur	Religiøs ekstremist på skolen
N8662	nyheter	trondheim	Glade kunder hos Sørensen
N8663	nyheter	okonomi	Slik skal du se på tv i fremtiden
N8664	nyheter	nordtrondelag	Her stjeler fulle ungdommer Sverige-skiltet på Storliengrensa
N8665	pluss	okonomi	Reiselivskonge i Oppdal står ribbet igjen
N8666	nyheter	sortrondelag	Stanset lastebil med lastebil på planet
N8668	nyheter	okonomi	Cornelias hus flytter
N8669	nyheter	utenriks	Trump gikk ut av bilen og spaserte noen meter
N8670	nyheter	okonomi	Har krav på 27 millioner - kan ende opp med ingenting
N8671	nyheter	sortrondelag	Måtte avvise seks av 17 oppdrag
N8672	nyheter	okonomi	Skal bygge ny båthavn i Rosenborgbassenget
N8673	No category	No subcategory	Sender åtte timer med byvandring i Trondheim
N8674	nyheter	trondheim	29 svømte i våtdrakt, én valgte Adams prakt
N8675	meninger	kommentarer	Elbil skaper hodebry
N8676	nyheter	trondheim	- Elbilene blokkerer hele området
N8677	kultur	tv	Litt bedre Latter Live
N8678	No category	No subcategory	Kjenner du på avsmaken etter gaveutpakkingen julaften?
N8679	No category	No subcategory	Lengdehopper på spranget
N8680	pluss	nyheter	Tre parkeringshus får stryk
N8681	nyheter	okonomi	Gjev pris til ung NTNU-gründer
N8682	nyheter	okonomi	Tidligere kjøpmann tar Rema 1000 til retten
N8683	100sport	fotball	Bakenga klar for RBK: - Jeg er tilbake som en bedre spiller
N8684	nyheter	nordtrondelag	- Hardt slag for bedriften
N8685	No category	No subcategory	Bygger mikrohus på under 20 kvm: Mener nordmenn må slutte å breie seg
N8686	nyheter	okonomi	Inngår ny leieavtale for Bjørneviks båt
N8687	100sport	sprek	Monica (31) ble med på treningsstudie - fikk livet i gave
N8688	nyheter	sortrondelag	Blomsterbutikk konkurs
N8689	nyheter	trondheim	Ved denne Trondheims-skolen bruker alle elevene nettbrett i nesten alle fag
N8690	nyheter	sortrondelag	Ferge på Flakk - Rørvik innstilt
N8691	100sport	fotball	Rosenborgs nye stoppertalent: – Jeg kan forstå om noen er skeptiske. De skal jeg overbevise
N8692	nyheter	utenriks	30 savnet etter at hotell ble tatt av snøskred i Italia
N8693	No category	No subcategory	Mye regn og snøsmelting gir økt fare for jordskred
N8694	No category	No subcategory	Ondt blod i Russland
N8695	100sport	vintersport	Skjebnehelg for Nidaros hockey
N8696	nyheter	innenriks	Prinsesse Ingrid Alexandra fyller 13 år
N8697	pluss	meninger	En president som viser forakt for helt alminnelig folkeskikk
N8698	nyheter	nordtrondelag	Frontkollisjon på Skatval
N8700	100sport	idrettspolitikk	Idrettsforbundet svinger sparekniven: - Dette er krevende
N8701	nyheter	nordtrondelag	Politireformen gir flere operative politifolk
N8702	nyheter	okonomi	Fredag åpner landets første ølpol
N8703	nyheter	trondheim	Hunden døde - veterinær innrømmer svikt
N8704	nyheter	trondheim	Politiet frykter hiv-smittet prostituert har spredt smitte
N8705	No category	No subcategory	Elen er en romantisk bohembarocker
N8706	kultur	tv	Slakter Strugstad
N8707	nyheter	okonomi	Taper penger på å fly helikopter
N8708	pluss	nyheter	Bedre enn sitt rykte
N8709	forbruker	hjem	Den nødvendige rammen
N8710	pluss	nyheter	VR-briller skal gjøre politiet bedre
N8711	No category	No subcategory	- Det er lettere å bringe hestene til folket enn å bringe folket til hestene
N8712	nyheter	sortrondelag	Torfinn har skutt flere hjort hvor organene har grodd fast i bukhulen
N8713	nyheter	sortrondelag	«Verst er de som allerede ligger under fartsgrensa, som likevel bremser»
N8714	nyheter	trondheim	Lastebil krasjet i autovernet på E6
N8715	nyheter	nordtrondelag	Kjørte i 123 km/t forbi fotoboks i Levanger
N8716	meninger	snakkut	Aldri alene på fritidsklubb
N8717	No category	No subcategory	Partnerne ved Bybroen
N8718	100sport	kampsport	Amilie (13) fra Trondheim tok historisk norsk medalje
N8719	nyheter	trondheim	Over 100 000 har lest Oddgeirs «bokstavpynt-hest»
N8720	nyheter	utenriks	Canadiere som ikke støtter Trump ble nektet innreise
N8721	No category	No subcategory	Dette er Afrika for nybegynnere
N8722	meninger	snakkut	- Vi blir ranet av staten
N8723	pluss	meninger	Høns i regnvær
N8724	No category	No subcategory	- Teatersjefen er ikke opptatt av det som skjer i Trøndelag
N8725	No category	No subcategory	- Vi ville at miljøhensynet skulle være en livsstil – ikke bare en hobby
N8726	nyheter	innenriks	- Kriminelt å gi nettbrett til småbarn
N8727	pluss	okonomi	SMN-sjefen frykter vi låner for mye til sydenturer og forbruk
N8728	No category	No subcategory	Lær deg å kaste: Ekspertens beste tips for å bli kvitt ting
N8729	nyheter	trondheim	Lise kolliderte med lege på ski og brakk ankelen. Så kom både ortopeden og kirurgen.
N8730	No category	No subcategory	En dysleksi-vennlig skole?
N8731	nyheter	helse	Jenter sliter med Forsvarets kondiskrav
N8732	nyheter	innenriks	To menn dømt – gravde ned partydop
N8733	100sport	vintersport	Graabak: - Jeg har vært for utålmodig i jakten på seier
N8734	No category	No subcategory	Jenta med elgitaren
N8735	nyheter	sortrondelag	Tre unge kvinner til sykehus etter å ha tatt ecstasy
N8736	pluss	magasin	To bryllup og en real oljesmell
N8737	No category	No subcategory	Norges første bærekraftige bofellesskap: Hus som legemiddel
N8738	No category	No subcategory	Nå kan hun bli innlemmet i Rockheim hall of fame
N8739	No category	No subcategory	Dette er de ti beste Blæst-konsertene
N8740	pluss	meninger	Politisk ekstremvarsel i helgen
N8741	100sport	fotball	Lørdag kan Rosenborg innkassere 22 millioner kroner
N8742	nyheter	okonomi	Her får du kjøpt økologisk mat
N8743	nyheter	sortrondelag	Kjørte med en annen manns sjåførkort
N8744	pluss	kultur	«Raga Rockers er de mest undervurderte av De Fire Store i norsk rock»
N8745	nyheter	trondheim	- Pepperkakehusene har vært helt fantastiske hvert år
N8746	No category	No subcategory	Festeavgiften: Lovendringer i tomtefesteloven kan gi hytteeiere prissjokk
N8747	nyheter	trondheim	Nå skal solstudioene i Trondheim kontrolleres
N8748	nyheter	nordtrondelag	Sokneprest snur etter kritikk fra biskopen
N8749	nyheter	innenriks	Venstre mer enn halvert på ny måling
N8750	nyheter	innenriks	Fra nyttår må du vise ID for å ta sol
N8751	nyheter	sainntja	Fra asfaltliv til huleliv
N8752	pluss	okonomi	Bygger klimavennlig, selv om kjøperne ikke vil betale for det
N8753	nyheter	trondheim	- Hver femte sigarett som trønderne røyker, er smuglet inn i landet
N8754	No category	No subcategory	Denne taggingen på Lademoen har fått kultstatus
N8755	No category	No subcategory	Kuppet leiligheten for 1,35 millioner kroner over prisantydning – uten å ha sett den
N8756	nyheter	trondheim	Toppsjef på St. Olav slutter
N8757	pluss	nyheter	Kavliprisvinner mener hjernetrening kan hindre demens og reparere en dårlig oppvekst
N8758	nyheter	okonomi	Kjøpte brannstasjonen etter heftig budrunde
N8759	nyheter	trondheim	Aldri før har huggormen vært så tidlig i Bymarka som i år
N8760	No category	No subcategory	Derfor bruker HBO Nordic Nidarosdomen i Game of Thrones-kampanje
N8761	pluss	sport	Proffdrømmen gjorde Espen (20) nesten lam
N8762	100sport	vintersport	DIREKTE: Se Northugs første skirenn på nesten to måneder
N8763	nyheter	utenriks	Dette skriver avisene om Trump
N8764	nyheter	moreromsdal	Kristiansund anker sykehussaken
N8765	nyheter	innenriks	Mikrobølgeovn kan føre til brann
N8766	nyheter	trondheim	Naboer klager på støy, urinering og «mye mer»
N8767	pluss	magasin	Vidunderbarn og skoletaper
N8768	nyheter	nordtrondelag	To til legevakt etter kollisjon i Levanger
N8769	No category	No subcategory	100 tips som gjør studietiden i Trondheim 1000 ganger bedre
N8770	100sport	vintersport	Rørt «Pølsa» Pettersen: – Det har vært et tøft år. Dette betydde mye for meg.
N8771	No category	No subcategory	- Ikke så interessert i å bli innlemmet i Rockheim hall of fame
N8772	No category	No subcategory	Grunnflaten på dette huset er bare 57 kvm: - Det er mange som stopper for å se. Vi hadde til og med en turistbuss innom her.
N8773	100sport	vintersport	Marthe Kristoffersen med overlegen seier på Sjusjøen
N8774	pluss	nyheter	Hun har mindre sjanse til å overleve etter feil brystkreftdiagnose
N8775	100sport	vintersport	Skuffet Jansrud etter ny nedtur: - Det er noe jeg må finne ut av
N8776	No category	No subcategory	Litt bohem og litt glamorøs med farger, print og solbriller
N8777	nyheter	okonomi	Kiwi-satsingen fører til kraftig vekst for grossisten
N8778	100sport	fotball	Molde-spiller føler seg lurt av Solskjær
N8779	nyheter	trondheim	Mann (46) tiltalt for det brutale ranet av Anders (80)
N8780	pluss	kultur	Hva er dette? Månelanding, hyllest til Romlingane, eller parodi på polstret oppvekstmiljø?
N8781	nyheter	okonomi	Snart kan du teste nye spill på pub i Munkegata
N8782	100sport	sprek	Her ligger deltagerne strødd etter treningsøkten. Studie hevder tre minutter i uken kan være nok.
N8783	nyheter	deglemtebarna	Grove voldsepisoder mellom foreldre og barn
N8784	pluss	kultur	«Det mest imponerende dokumentasjonsprosjektet i norsk rockhistorie»
N8785	No category	No subcategory	Barnehagetrøbbel stoppet «Døden»
N8786	forbruker	hjem	Åre sentrum blir folketomt
N8787	nyheter	utenriks	Må bruke voksen-bleier på toget
N8788	pluss	nyheter	Det nye bystyret i Trondheim
N8789	100sport	vintersport	Kalla lyste opp av glede da hun fikk beskjeden fra Bjørgen
N8790	nyheter	innenriks	Bærum og Grenland får høy luftforurensning
N8791	100sport	fotball	Følg Rosenborg i e-cupen og chat med oss underveis
N8792	nyheter	utenriks	Prins William slutter som ambulansepilot
N8793	100sport	fotball	Slik svarer Helland på RBK-trenerens skadebekymring
N8794	No category	No subcategory	Denne filmplakaten skapte full forvirring
N8795	nyheter	nordtrondelag	- Vilhelm er så dedikert, det grenser til galskap
N8796	pluss	nyheter	Elsykler med Adam (5) og Endre (1) i snødrev og kulde
N8797	100sport	vintersport	Den gode innsatsen kan tvinge Nygaard til å endre planene
N8798	pluss	kultur	Top Chef-Renee fikk tidenes overraskelse av kjæresten
N8799	100sport	fotball	Balotelli ut mot supportere: - Er det normalt å lage apelyder hele kampen?
N8800	nyheter	helse	Lever i støymareritt
N8801	pluss	nyheter	Sykkelsalget er elektrisk
N8802	nyheter	innenriks	UDI tror norsk flyktningkvote fylles før sommeren
N8803	100sport	vintersport	Northug langt bak i sitt første renn på nesten to måneder
N8804	No category	No subcategory	Dan Brown delte Vidars hobby-prosjekt med 6,6 millioner fans
N8805	kultur	musikk	Nittitalls punknostalgi
N8806	No category	No subcategory	Super-Marius og de gode hjelperne
N8807	kultur	festivaler	Festen er i gang
N8808	100sport	vintersport	Denne ukjente nordmannen imponerte mot langrennseliten: - Ubeskrivelig
N8809	nyheter	sortrondelag	Bybilister tar minst hensyn
N8811	nyheter	okonomi	Prisnedgang på hytter i Oppdal
